0,268.719970703125
13112.91280176742,273.1417236328125
27162.462232232512,295.0338134765625
53388.28783576735,322.0194091796875
85233.93321148823,293.8842163085938
120826.12510199979,287.9786682128906
145178.6774481393,196.5112457275391
169531.22979427877,220.7905120849609
193883.78214041828,258.0055847167969
215426.42460046473,264.3005981445312
237905.7036892089,263.5181579589844
257575.07289186,283.2565307617188
281927.6252379995,274.306640625
310026.72409892967,266.7850036621094
331569.3665589762,283.5885314941406
355921.9189051157,286.0145263671875
386830.92765213887,293.9919738769531
412120.116626976,296.2171020507812
450522.2184035806,305.4533386230469
478621.3172645108,304.9773559570312
